Grade_ID,Assignment_Title,Score,Assignment_ID,Student_ID
9,Midterm Exam,9.45,249,22
9,Midterm Exam,9.45,256,22
10,Research Paper,26.69,5,22
10,Research Paper,26.69,17,22
10,Research Paper,26.69,21,22
10,Research Paper,26.69,31,22
10,Research Paper,26.69,34,22
10,Research Paper,26.69,43,22
10,Research Paper,26.69,94,22
10,Research Paper,26.69,99,22
10,Research Paper,26.69,105,22
10,Research Paper,26.69,109,22
10,Research Paper,26.69,126,22
10,Research Paper,26.69,146,22
10,Research Paper,26.69,151,22
10,Research Paper,26.69,170,22
10,Research Paper,26.69,174,22
10,Research Paper,26.69,178,22
10,Research Paper,26.69,181,22
10,Research Paper,26.69,206,22
10,Research Paper,26.69,213,22
10,Research Paper,26.69,215,22
10,Research Paper,26.69,228,22
10,Research Paper,26.69,231,22
10,Research Paper,26.69,233,22
10,Research Paper,26.69,258,22
11,Case Study,13.28,2,22
11,Case Study,13.28,25,22
11,Case Study,13.28,41,22
11,Case Study,13.28,75,22
11,Case Study,13.28,79,22
11,Case Study,13.28,84,22
11,Case Study,13.28,96,22
11,Case Study,13.28,110,22
11,Case Study,13.28,112,22
11,Case Study,13.28,119,22
11,Case Study,13.28,133,22
11,Case Study,13.28,138,22
11,Case Study,13.28,155,22
11,Case Study,13.28,160,22
11,Case Study,13.28,168,22
11,Case Study,13.28,190,22
11,Case Study,13.28,199,22
11,Case Study,13.28,205,22
11,Case Study,13.28,220,22
11,Case Study,13.28,224,22
11,Case Study,13.28,232,22
11,Case Study,13.28,239,22
11,Case Study,13.28,247,22
12,Lab Report,48.27,8,22
12,Lab Report,48.27,23,22
12,Lab Report,48.27,30,22
12,Lab Report,48.27,52,22
12,Lab Report,48.27,59,22
12,Lab Report,48.27,63,22
12,Lab Report,48.27,74,22
12,Lab Report,48.27,76,22
12,Lab Report,48.27,92,22
12,Lab Report,48.27,98,22
12,Lab Report,48.27,122,22
12,Lab Report,48.27,130,22
12,Lab Report,48.27,139,22
12,Lab Report,48.27,157,22
12,Lab Report,48.27,171,22
12,Lab Report,48.27,194,22
12,Lab Report,48.27,214,22
12,Lab Report,48.27,240,22
12,Lab Report,48.27,243,22
13,Midterm Exam,46.88,4,27
13,Midterm Exam,46.88,9,27
13,Midterm Exam,46.88,11,27
13,Midterm Exam,46.88,20,27
13,Midterm Exam,46.88,29,27
13,Midterm Exam,46.88,38,27
13,Midterm Exam,46.88,45,27
13,Midterm Exam,46.88,47,27
13,Midterm Exam,46.88,56,27
13,Midterm Exam,46.88,72,27
13,Midterm Exam,46.88,78,27
13,Midterm Exam,46.88,80,27
13,Midterm Exam,46.88,108,27
13,Midterm Exam,46.88,129,27
13,Midterm Exam,46.88,132,27
13,Midterm Exam,46.88,154,27
13,Midterm Exam,46.88,167,27
13,Midterm Exam,46.88,182,27
13,Midterm Exam,46.88,186,27
13,Midterm Exam,46.88,200,27
13,Midterm Exam,46.88,216,27
13,Midterm Exam,46.88,226,27
13,Midterm Exam,46.88,229,27
13,Midterm Exam,46.88,237,27
13,Midterm Exam,46.88,249,27
13,Midterm Exam,46.88,256,27
14,Research Paper,21.35,5,27
14,Research Paper,21.35,17,27
14,Research Paper,21.35,21,27
14,Research Paper,21.35,31,27
14,Research Paper,21.35,34,27
14,Research Paper,21.35,43,27
14,Research Paper,21.35,94,27
14,Research Paper,21.35,99,27
14,Research Paper,21.35,105,27
14,Research Paper,21.35,109,27
14,Research Paper,21.35,126,27
14,Research Paper,21.35,146,27
14,Research Paper,21.35,151,27
14,Research Paper,21.35,170,27
14,Research Paper,21.35,174,27
14,Research Paper,21.35,178,27
14,Research Paper,21.35,181,27
14,Research Paper,21.35,206,27
14,Research Paper,21.35,213,27
14,Research Paper,21.35,215,27
14,Research Paper,21.35,228,27
14,Research Paper,21.35,231,27
14,Research Paper,21.35,233,27
14,Research Paper,21.35,258,27
15,Case Study,50.57,2,27
15,Case Study,50.57,25,27
15,Case Study,50.57,41,27
15,Case Study,50.57,75,27
15,Case Study,50.57,79,27
15,Case Study,50.57,84,27
15,Case Study,50.57,96,27
15,Case Study,50.57,110,27
15,Case Study,50.57,112,27
15,Case Study,50.57,119,27
15,Case Study,50.57,133,27
15,Case Study,50.57,138,27
15,Case Study,50.57,155,27
15,Case Study,50.57,160,27
15,Case Study,50.57,168,27
15,Case Study,50.57,190,27
15,Case Study,50.57,199,27
15,Case Study,50.57,205,27
15,Case Study,50.57,220,27
15,Case Study,50.57,224,27
15,Case Study,50.57,232,27
15,Case Study,50.57,239,27
15,Case Study,50.57,247,27
16,Lab Report,27.06,8,27
16,Lab Report,27.06,23,27
16,Lab Report,27.06,30,27
16,Lab Report,27.06,52,27
16,Lab Report,27.06,59,27
16,Lab Report,27.06,63,27
16,Lab Report,27.06,74,27
16,Lab Report,27.06,76,27
16,Lab Report,27.06,92,27
16,Lab Report,27.06,98,27
16,Lab Report,27.06,122,27
16,Lab Report,27.06,130,27
16,Lab Report,27.06,139,27
16,Lab Report,27.06,157,27
16,Lab Report,27.06,171,27
16,Lab Report,27.06,194,27
16,Lab Report,27.06,214,27
16,Lab Report,27.06,240,27
16,Lab Report,27.06,243,27
17,Midterm Exam,27.3,4,58
17,Midterm Exam,27.3,9,58
17,Midterm Exam,27.3,11,58
17,Midterm Exam,27.3,20,58
17,Midterm Exam,27.3,29,58
17,Midterm Exam,27.3,38,58
17,Midterm Exam,27.3,45,58
17,Midterm Exam,27.3,47,58
17,Midterm Exam,27.3,56,58
17,Midterm Exam,27.3,72,58
17,Midterm Exam,27.3,78,58
17,Midterm Exam,27.3,80,58
17,Midterm Exam,27.3,108,58
17,Midterm Exam,27.3,129,58
17,Midterm Exam,27.3,132,58
17,Midterm Exam,27.3,154,58
17,Midterm Exam,27.3,167,58
17,Midterm Exam,27.3,182,58
17,Midterm Exam,27.3,186,58
17,Midterm Exam,27.3,200,58
17,Midterm Exam,27.3,216,58
17,Midterm Exam,27.3,226,58
17,Midterm Exam,27.3,229,58
17,Midterm Exam,27.3,237,58
17,Midterm Exam,27.3,249,58
17,Midterm Exam,27.3,256,58
18,Research Paper,81.3,5,58
18,Research Paper,81.3,17,58
18,Research Paper,81.3,21,58
18,Research Paper,81.3,31,58
18,Research Paper,81.3,34,58
18,Research Paper,81.3,43,58
18,Research Paper,81.3,94,58
18,Research Paper,81.3,99,58
18,Research Paper,81.3,105,58
18,Research Paper,81.3,109,58
18,Research Paper,81.3,126,58
18,Research Paper,81.3,146,58
18,Research Paper,81.3,151,58
18,Research Paper,81.3,170,58
18,Research Paper,81.3,174,58
18,Research Paper,81.3,178,58
18,Research Paper,81.3,181,58
18,Research Paper,81.3,206,58
18,Research Paper,81.3,213,58
18,Research Paper,81.3,215,58
18,Research Paper,81.3,228,58
18,Research Paper,81.3,231,58
18,Research Paper,81.3,233,58
18,Research Paper,81.3,258,58
19,Case Study,18.57,2,58
19,Case Study,18.57,25,58
19,Case Study,18.57,41,58
19,Case Study,18.57,75,58
19,Case Study,18.57,79,58
19,Case Study,18.57,84,58
19,Case Study,18.57,96,58
19,Case Study,18.57,110,58
19,Case Study,18.57,112,58
19,Case Study,18.57,119,58
19,Case Study,18.57,133,58
19,Case Study,18.57,138,58
19,Case Study,18.57,155,58
19,Case Study,18.57,160,58
19,Case Study,18.57,168,58
19,Case Study,18.57,190,58
19,Case Study,18.57,199,58
19,Case Study,18.57,205,58
19,Case Study,18.57,220,58
19,Case Study,18.57,224,58
19,Case Study,18.57,232,58
19,Case Study,18.57,239,58
19,Case Study,18.57,247,58
20,Lab Report,49.38,8,58
20,Lab Report,49.38,23,58
20,Lab Report,49.38,30,58
20,Lab Report,49.38,52,58
20,Lab Report,49.38,59,58
20,Lab Report,49.38,63,58
20,Lab Report,49.38,74,58
20,Lab Report,49.38,76,58
20,Lab Report,49.38,92,58
20,Lab Report,49.38,98,58
20,Lab Report,49.38,122,58
20,Lab Report,49.38,130,58
20,Lab Report,49.38,139,58
20,Lab Report,49.38,157,58
20,Lab Report,49.38,171,58
20,Lab Report,49.38,194,58
20,Lab Report,49.38,214,58
20,Lab Report,49.38,240,58
20,Lab Report,49.38,243,58
21,Midterm Exam,34.93,4,61
21,Midterm Exam,34.93,9,61
21,Midterm Exam,34.93,11,61
21,Midterm Exam,34.93,20,61
21,Midterm Exam,34.93,29,61
21,Midterm Exam,34.93,38,61
21,Midterm Exam,34.93,45,61
21,Midterm Exam,34.93,47,61
21,Midterm Exam,34.93,56,61
21,Midterm Exam,34.93,72,61
21,Midterm Exam,34.93,78,61
21,Midterm Exam,34.93,80,61
21,Midterm Exam,34.93,108,61
21,Midterm Exam,34.93,129,61
21,Midterm Exam,34.93,132,61
21,Midterm Exam,34.93,154,61
21,Midterm Exam,34.93,167,61
21,Midterm Exam,34.93,182,61
21,Midterm Exam,34.93,186,61
21,Midterm Exam,34.93,200,61
21,Midterm Exam,34.93,216,61
21,Midterm Exam,34.93,226,61
21,Midterm Exam,34.93,229,61
21,Midterm Exam,34.93,237,61
21,Midterm Exam,34.93,249,61
21,Midterm Exam,34.93,256,61
22,Research Paper,93.9,5,61
22,Research Paper,93.9,17,61
22,Research Paper,93.9,21,61
22,Research Paper,93.9,31,61
22,Research Paper,93.9,34,61
22,Research Paper,93.9,43,61
22,Research Paper,93.9,94,61
22,Research Paper,93.9,99,61
22,Research Paper,93.9,105,61
22,Research Paper,93.9,109,61
22,Research Paper,93.9,126,61
22,Research Paper,93.9,146,61
22,Research Paper,93.9,151,61
22,Research Paper,93.9,170,61
22,Research Paper,93.9,174,61
22,Research Paper,93.9,178,61
22,Research Paper,93.9,181,61
22,Research Paper,93.9,206,61
22,Research Paper,93.9,213,61
22,Research Paper,93.9,215,61
22,Research Paper,93.9,228,61
22,Research Paper,93.9,231,61
22,Research Paper,93.9,233,61
22,Research Paper,93.9,258,61
23,Case Study,62.38,2,61
23,Case Study,62.38,25,61
23,Case Study,62.38,41,61
23,Case Study,62.38,75,61
23,Case Study,62.38,79,61
23,Case Study,62.38,84,61
23,Case Study,62.38,96,61
23,Case Study,62.38,110,61
23,Case Study,62.38,112,61
23,Case Study,62.38,119,61
23,Case Study,62.38,133,61
23,Case Study,62.38,138,61
23,Case Study,62.38,155,61
23,Case Study,62.38,160,61
23,Case Study,62.38,168,61
23,Case Study,62.38,190,61
23,Case Study,62.38,199,61
23,Case Study,62.38,205,61
23,Case Study,62.38,220,61
23,Case Study,62.38,224,61
23,Case Study,62.38,232,61
23,Case Study,62.38,239,61
23,Case Study,62.38,247,61
24,Lab Report,60.77,8,61
24,Lab Report,60.77,23,61
24,Lab Report,60.77,30,61
24,Lab Report,60.77,52,61
24,Lab Report,60.77,59,61
24,Lab Report,60.77,63,61
24,Lab Report,60.77,74,61
24,Lab Report,60.77,76,61
24,Lab Report,60.77,92,61
24,Lab Report,60.77,98,61
24,Lab Report,60.77,122,61
24,Lab Report,60.77,130,61
24,Lab Report,60.77,139,61
24,Lab Report,60.77,157,61
24,Lab Report,60.77,171,61
24,Lab Report,60.77,194,61
24,Lab Report,60.77,214,61
24,Lab Report,60.77,240,61
24,Lab Report,60.77,243,61
25,Midterm Exam,22.34,4,80
25,Midterm Exam,22.34,9,80
25,Midterm Exam,22.34,11,80
25,Midterm Exam,22.34,20,80
25,Midterm Exam,22.34,29,80
25,Midterm Exam,22.34,38,80
25,Midterm Exam,22.34,45,80
25,Midterm Exam,22.34,47,80
25,Midterm Exam,22.34,56,80
25,Midterm Exam,22.34,72,80
25,Midterm Exam,22.34,78,80
25,Midterm Exam,22.34,80,80
25,Midterm Exam,22.34,108,80
25,Midterm Exam,22.34,129,80
25,Midterm Exam,22.34,132,80
25,Midterm Exam,22.34,154,80
25,Midterm Exam,22.34,167,80
25,Midterm Exam,22.34,182,80
25,Midterm Exam,22.34,186,80
25,Midterm Exam,22.34,200,80
25,Midterm Exam,22.34,216,80
25,Midterm Exam,22.34,226,80
25,Midterm Exam,22.34,229,80
25,Midterm Exam,22.34,237,80
25,Midterm Exam,22.34,249,80
25,Midterm Exam,22.34,256,80
26,Research Paper,12.74,5,80
26,Research Paper,12.74,17,80
26,Research Paper,12.74,21,80
26,Research Paper,12.74,31,80
26,Research Paper,12.74,34,80
26,Research Paper,12.74,43,80
26,Research Paper,12.74,94,80
26,Research Paper,12.74,99,80
26,Research Paper,12.74,105,80
26,Research Paper,12.74,109,80
26,Research Paper,12.74,126,80
26,Research Paper,12.74,146,80
26,Research Paper,12.74,151,80
26,Research Paper,12.74,170,80
26,Research Paper,12.74,174,80
26,Research Paper,12.74,178,80
26,Research Paper,12.74,181,80
26,Research Paper,12.74,206,80
26,Research Paper,12.74,213,80
26,Research Paper,12.74,215,80
26,Research Paper,12.74,228,80
26,Research Paper,12.74,231,80
26,Research Paper,12.74,233,80
26,Research Paper,12.74,258,80
27,Case Study,34.37,2,80
27,Case Study,34.37,25,80
27,Case Study,34.37,41,80
27,Case Study,34.37,75,80
27,Case Study,34.37,79,80
27,Case Study,34.37,84,80
27,Case Study,34.37,96,80
27,Case Study,34.37,110,80
27,Case Study,34.37,112,80
27,Case Study,34.37,119,80
27,Case Study,34.37,133,80
27,Case Study,34.37,138,80
27,Case Study,34.37,155,80
27,Case Study,34.37,160,80
27,Case Study,34.37,168,80
27,Case Study,34.37,190,80
27,Case Study,34.37,199,80
27,Case Study,34.37,205,80
27,Case Study,34.37,220,80
27,Case Study,34.37,224,80
27,Case Study,34.37,232,80
27,Case Study,34.37,239,80
27,Case Study,34.37,247,80
28,Lab Report,29.31,8,80
28,Lab Report,29.31,23,80
28,Lab Report,29.31,30,80
28,Lab Report,29.31,52,80
28,Lab Report,29.31,59,80
28,Lab Report,29.31,63,80
28,Lab Report,29.31,74,80
28,Lab Report,29.31,76,80
28,Lab Report,29.31,92,80
28,Lab Report,29.31,98,80
28,Lab Report,29.31,122,80
28,Lab Report,29.31,130,80
28,Lab Report,29.31,139,80
28,Lab Report,29.31,157,80
28,Lab Report,29.31,171,80
28,Lab Report,29.31,194,80
28,Lab Report,29.31,214,80
28,Lab Report,29.31,240,80
28,Lab Report,29.31,243,80
29,Midterm Exam,79.2,4,83
29,Midterm Exam,79.2,9,83
29,Midterm Exam,79.2,11,83
29,Midterm Exam,79.2,20,83
29,Midterm Exam,79.2,29,83
29,Midterm Exam,79.2,38,83
29,Midterm Exam,79.2,45,83
29,Midterm Exam,79.2,47,83
29,Midterm Exam,79.2,56,83
29,Midterm Exam,79.2,72,83
29,Midterm Exam,79.2,78,83
29,Midterm Exam,79.2,80,83
29,Midterm Exam,79.2,108,83
29,Midterm Exam,79.2,129,83
29,Midterm Exam,79.2,132,83
29,Midterm Exam,79.2,154,83
29,Midterm Exam,79.2,167,83
29,Midterm Exam,79.2,182,83
29,Midterm Exam,79.2,186,83
29,Midterm Exam,79.2,200,83
29,Midterm Exam,79.2,216,83
29,Midterm Exam,79.2,226,83
29,Midterm Exam,79.2,229,83
29,Midterm Exam,79.2,237,83
29,Midterm Exam,79.2,249,83
29,Midterm Exam,79.2,256,83
30,Research Paper,69.92,5,83
30,Research Paper,69.92,17,83
30,Research Paper,69.92,21,83
30,Research Paper,69.92,31,83
30,Research Paper,69.92,34,83
30,Research Paper,69.92,43,83
30,Research Paper,69.92,94,83
30,Research Paper,69.92,99,83
30,Research Paper,69.92,105,83
30,Research Paper,69.92,109,83
30,Research Paper,69.92,126,83
30,Research Paper,69.92,146,83
30,Research Paper,69.92,151,83
30,Research Paper,69.92,170,83
30,Research Paper,69.92,174,83
30,Research Paper,69.92,178,83
30,Research Paper,69.92,181,83
30,Research Paper,69.92,206,83
30,Research Paper,69.92,213,83
30,Research Paper,69.92,215,83
30,Research Paper,69.92,228,83
30,Research Paper,69.92,231,83
30,Research Paper,69.92,233,83
30,Research Paper,69.92,258,83
31,Case Study,84.56,2,83
31,Case Study,84.56,25,83
31,Case Study,84.56,41,83
31,Case Study,84.56,75,83
31,Case Study,84.56,79,83
31,Case Study,84.56,84,83
31,Case Study,84.56,96,83
31,Case Study,84.56,110,83
31,Case Study,84.56,112,83
31,Case Study,84.56,119,83
31,Case Study,84.56,133,83
31,Case Study,84.56,138,83
31,Case Study,84.56,155,83
31,Case Study,84.56,160,83
31,Case Study,84.56,168,83
31,Case Study,84.56,190,83
31,Case Study,84.56,199,83
31,Case Study,84.56,205,83
31,Case Study,84.56,220,83
31,Case Study,84.56,224,83
31,Case Study,84.56,232,83
31,Case Study,84.56,239,83
31,Case Study,84.56,247,83
32,Lab Report,52.05,8,83
32,Lab Report,52.05,23,83
32,Lab Report,52.05,30,83
32,Lab Report,52.05,52,83
32,Lab Report,52.05,59,83
32,Lab Report,52.05,63,83
32,Lab Report,52.05,74,83
32,Lab Report,52.05,76,83
32,Lab Report,52.05,92,83
32,Lab Report,52.05,98,83
32,Lab Report,52.05,122,83
32,Lab Report,52.05,130,83
32,Lab Report,52.05,139,83
32,Lab Report,52.05,157,83
32,Lab Report,52.05,171,83
32,Lab Report,52.05,194,83
32,Lab Report,52.05,214,83
32,Lab Report,52.05,240,83
32,Lab Report,52.05,243,83
33,Midterm Exam,34.52,4,93
33,Midterm Exam,34.52,9,93
33,Midterm Exam,34.52,11,93
33,Midterm Exam,34.52,20,93
33,Midterm Exam,34.52,29,93
33,Midterm Exam,34.52,38,93
33,Midterm Exam,34.52,45,93
33,Midterm Exam,34.52,47,93
33,Midterm Exam,34.52,56,93
33,Midterm Exam,34.52,72,93
33,Midterm Exam,34.52,78,93
33,Midterm Exam,34.52,80,93
33,Midterm Exam,34.52,108,93
33,Midterm Exam,34.52,129,93
33,Midterm Exam,34.52,132,93
33,Midterm Exam,34.52,154,93
33,Midterm Exam,34.52,167,93
33,Midterm Exam,34.52,182,93
33,Midterm Exam,34.52,186,93
33,Midterm Exam,34.52,200,93
33,Midterm Exam,34.52,216,93
33,Midterm Exam,34.52,226,93
33,Midterm Exam,34.52,229,93
33,Midterm Exam,34.52,237,93
33,Midterm Exam,34.52,249,93
33,Midterm Exam,34.52,256,93
34,Research Paper,71.02,5,93
34,Research Paper,71.02,17,93
34,Research Paper,71.02,21,93
34,Research Paper,71.02,31,93
34,Research Paper,71.02,34,93
34,Research Paper,71.02,43,93
34,Research Paper,71.02,94,93
34,Research Paper,71.02,99,93
34,Research Paper,71.02,105,93
34,Research Paper,71.02,109,93
34,Research Paper,71.02,126,93
34,Research Paper,71.02,146,93
34,Research Paper,71.02,151,93
34,Research Paper,71.02,170,93
34,Research Paper,71.02,174,93
34,Research Paper,71.02,178,93
34,Research Paper,71.02,181,93
34,Research Paper,71.02,206,93
34,Research Paper,71.02,213,93
34,Research Paper,71.02,215,93
34,Research Paper,71.02,228,93
34,Research Paper,71.02,231,93
34,Research Paper,71.02,233,93
34,Research Paper,71.02,258,93
35,Case Study,17.03,2,93
35,Case Study,17.03,25,93
35,Case Study,17.03,41,93
35,Case Study,17.03,75,93
35,Case Study,17.03,79,93
35,Case Study,17.03,84,93
35,Case Study,17.03,96,93
35,Case Study,17.03,110,93
35,Case Study,17.03,112,93
35,Case Study,17.03,119,93
35,Case Study,17.03,133,93
35,Case Study,17.03,138,93
35,Case Study,17.03,155,93
35,Case Study,17.03,160,93
35,Case Study,17.03,168,93
35,Case Study,17.03,190,93
35,Case Study,17.03,199,93
35,Case Study,17.03,205,93
35,Case Study,17.03,220,93
35,Case Study,17.03,224,93
35,Case Study,17.03,232,93
35,Case Study,17.03,239,93
35,Case Study,17.03,247,93
36,Lab Report,83.07,8,93
36,Lab Report,83.07,23,93
36,Lab Report,83.07,30,93
36,Lab Report,83.07,52,93
36,Lab Report,83.07,59,93
36,Lab Report,83.07,63,93
36,Lab Report,83.07,74,93
36,Lab Report,83.07,76,93
36,Lab Report,83.07,92,93
36,Lab Report,83.07,98,93
36,Lab Report,83.07,122,93
36,Lab Report,83.07,130,93
36,Lab Report,83.07,139,93
36,Lab Report,83.07,157,93
36,Lab Report,83.07,171,93
36,Lab Report,83.07,194,93
36,Lab Report,83.07,214,93
36,Lab Report,83.07,240,93
36,Lab Report,83.07,243,93
37,Midterm Exam,18.71,4,97
37,Midterm Exam,18.71,9,97
37,Midterm Exam,18.71,11,97
37,Midterm Exam,18.71,20,97
37,Midterm Exam,18.71,29,97
37,Midterm Exam,18.71,38,97
37,Midterm Exam,18.71,45,97
37,Midterm Exam,18.71,47,97
37,Midterm Exam,18.71,56,97
37,Midterm Exam,18.71,72,97
37,Midterm Exam,18.71,78,97
37,Midterm Exam,18.71,80,97
37,Midterm Exam,18.71,108,97
37,Midterm Exam,18.71,129,97
37,Midterm Exam,18.71,132,97
37,Midterm Exam,18.71,154,97
37,Midterm Exam,18.71,167,97
37,Midterm Exam,18.71,182,97
37,Midterm Exam,18.71,186,97
37,Midterm Exam,18.71,200,97
37,Midterm Exam,18.71,216,97
37,Midterm Exam,18.71,226,97
37,Midterm Exam,18.71,229,97
